symbol,date,total_current_assets,total_non_current_assets,total_assets,cash_only,total_cash_and_due_from_banks,cash_and_short_term_investments,total_current_liabilities,total_non_current_liabilities,total_liabilities,total_equity,total_debt,stockholders_equity,total_revenue,cost_of_revenue,gross_income,operating_expenses,operating_income,non_operating_income,pretax_income,income_taxes,minorities,net_income,interest_expense_non_operating,ebit,ebitda,diluted_shares_outstanding,net_operating_cash_flow,net_investing_cash_flow,net_financing_cash_flow,net_increased_decreased,capital_expenditure,free_cash_flow,perating_income
AGII.JK,2024-03-31,1658702000000.0,6275403000000.0,7934105000000.0,,,505699000000.0,907956000000.0,3257308000000.0,4165264000000.0,3768841000000.0,3541931000000.0,3678599000000.0,691559000000.0,370411000000.0,321148000000.0,200130000000.0,521278000000.0,-470498000000.0,50780000000.0,-10085000000.0,2141000000.0,38554000000.0,77385000000.0,128165000000.0,,3067.1439936356405,44542000000.0,-212400000000.0,98977000000.0,-68881000000.0,213393000000.0,257935000000.0,
BMHS.JK,2024-03-31,896731998855.0,2242282922430.0,3139014921285.0,,,614369491781.0,587960979754.0,733017006092.0,1320977985846.0,1818036935439.0,1155087102941.0,1600927544765.0,413751175478.0,219167444047.0,194583731431.0,156946408999.0,351530140430.0,-328859881902.0,22670258528.0,-5042921477.0,6757381306.0,10869955745.0,15127673129.0,37797931657.0,,10869955745.0,5962335492.0,-47654409012.0,28237566116.0,-13454507404.0,47654409012.0,53616744504.0,
PUDP.JK,2024-03-31,243048520403.0,285767167265.0,528815687668.0,,,74208149690.0,11003324929.0,5343998905.0,16347323834.0,512468363834.0,1928000160.0,512358580213.0,7588260574.0,2731102299.0,4857158275.0,8811107496.0,13668265771.0,-17616522595.0,-3948256824.0,-208756679.0,,-4157013503.0,59433986.0,-3888822838.0,,329660071.6098335,814515159.0,-551957087.0,277292327.0,539850399.0,551957087.0,1366472246.0,
TBIG.JK,2024-03-31,4082877000000.0,42674613000000.0,46757490000000.0,,,695837000000.0,20236495000000.0,13870281000000.0,34106776000000.0,12650714000000.0,30040203000000.0,11991095000000.0,1704665000000.0,464568000000.0,1240097000000.0,143468000000.0,1383565000000.0,-788917000000.0,594648000000.0,-232091000000.0,12715000000.0,349842000000.0,484429000000.0,1079077000000.0,,22643.495145631063,1665753000000.0,-674253000000.0,-1100054000000.0,-108554000000.0,675303000000.0,2341056000000.0,
SMRA.JK,2024-03-31,15556251965000.0,16278318078000.0,31834570043000.0,,,3388257195000.0,12628569255000.0,6479071080000.0,19107640335000.0,12726929708000.0,7771832052000.0,10266080092000.0,2133692132000.0,1033699394000.0,1099992738000.0,383380069000.0,1483372807000.0,-950232464000.0,533140343000.0,-87474336000.0,4274403000.0,445666007000.0,,,,16506791.473448018,319882537000.0,-764401395000.0,539899331000.0,95380473000.0,765135438000.0,1085017975000.0,
HOPE.JK,2024-03-31,108720883494.0,68222233927.0,176943117421.0,,,48965007.0,63741909024.0,2047616960.0,65789525984.0,111153591437.0,55248138535.0,111143312822.0,3913107214.0,4132595491.0,-219488277.0,2122703754.0,1903215477.0,-5849465512.0,-3946250035.0,36547929.0,-1170298.0,-3908531808.0,,,,2129722516.5383928,-22588942.0,-4899998.0,-15073955.0,-42562895.0,4899998.0,-17688944.0,
TYRE.JK,2024-03-31,272698025874.0,209098751025.0,481796776899.0,,,60377866616.0,152531103410.0,17766192818.0,170297296228.0,311499480671.0,122141111931.0,300276387117.0,140671449474.0,117690028080.0,22981421394.0,10446748151.0,33428169545.0,-23980039111.0,9448130434.0,-2003522131.0,282270500.0,7162337803.0,,,,3476863011.1650486,55239075990.0,-20498587821.0,2249201032.0,36989689201.0,20498587821.0,75737663811.0,
MYOR.JK,2024-03-31,16190454522483.0,9727866100600.0,25918320623083.0,,,4805227823946.0,4535807701032.0,4964604861760.0,9500412562792.0,16417908060291.0,4322475687834.0,16156888860136.0,8761157296274.0,6326437670926.0,2434719625348.0,1121206549676.0,3555926175024.0,-2148923579287.0,1407002595737.0,-276668240951.0,18208838016.0,1112125516770.0,55137964451.0,1462140560188.0,,22242510335.4,1108121936921.0,-551299063397.0,58577541667.0,615400415191.0,624681670677.0,1732803607598.0,
OBMD.JK,2024-03-31,150218761193.0,38366754933.0,188585516126.0,,,66156684023.0,19378620775.0,14741012666.0,34119633441.0,154465882685.0,9326158166.0,154465882685.0,53413524368.0,8278004709.0,45135519659.0,20878922668.0,66014442327.0,-41639779137.0,24374663190.0,-5327801207.0,,19046861983.0,-46943283.0,24327719907.0,,806045788.5315278,-10150338368.0,-3467793162.0,2213903872.0,-11404227658.0,335393162.0,-9814945206.0,
BRPT.JK,2024-03-31,3428766000.0,6619708000.0,10048474000.0,,,1428835000.0,1004730000.0,4901709000.0,5906439000.0,4142035000.0,4456864000.0,1706668000.0,618595000.0,501366000.0,117229000.0,50394000.0,167623000.0,-126959000.0,40664000.0,-26588000.0,5218000.0,8858000.0,83961000.0,124625000.0,,93561767.315,-359540000.0,-162340000.0,150484000.0,-371396000.0,94392000.0,-265148000.0,
RICY.JK,2024-03-31,1344838000992.0,198430837106.0,1543268838098.0,,,37696181804.0,1105055465624.0,286836363951.0,1391891829575.0,151377008523.0,1157282279438.0,131400906381.0,239202627169.0,186411628491.0,52790998678.0,42599517823.0,95390516501.0,-115356068053.0,-19965551552.0,-573921132.0,-1684528831.0,-18854943853.0,18741547759.0,-1224003793.0,,641761193.0905378,39648017129.0,-436259044.0,-26244278455.0,12967479630.0,533887013.0,40181904142.0,
COAL.JK,2024-03-31,389549576833.0,261152377492.0,650701954325.0,,,23456374153.0,302871862027.0,11985526296.0,314857388323.0,335844566002.0,126861170756.0,332926603490.0,109029790676.0,91009043486.0,18020747190.0,4661841596.0,22682588786.0,-12575104899.0,10107483887.0,-2203320661.0,69224460.0,7834938766.0,3202264988.0,13309748875.0,,6267951012.8,-40260871032.0,19953986486.0,-2313099062.0,-22619983608.0,46013514.0,-40214857518.0,
LMPI.JK,2024-03-31,489336206884.0,190077258019.0,679413464903.0,,,6406087905.0,488866702755.0,19194807927.0,508061510682.0,171351954221.0,253204271584.0,171351954221.0,129306505107.0,113697257718.0,15609247389.0,17825106141.0,33434353530.0,-40430184439.0,-6995830909.0,1336057581.0,,-5659773328.0,4766546283.0,-2229284626.0,,1008872250.980392,-9651290463.0,-276548928.0,9386018484.0,-541820907.0,276548928.0,-9374741535.0,
AKPI.JK,2024-03-31,1290797354000.0,2174906837000.0,3465704191000.0,,,47550845000.0,1120165561000.0,640799875000.0,1760965436000.0,1704738755000.0,1185854564000.0,1704845266000.0,760511115000.0,684089946000.0,76421169000.0,46910163000.0,123331332000.0,-116643948000.0,6687384000.0,-4226800000.0,,2460584000.0,18363627000.0,25051011000.0,,615146000.0,-30428108000.0,-18184506000.0,31563147000.0,-17049467000.0,17377755000.0,-13050353000.0,
GRPH.JK,2024-03-31,5419664562.0,85058601376.0,90478265938.0,,,3186448241.0,4966868904.0,14181968613.0,19148837517.0,71329428421.0,13248949475.0,71329428421.0,6624935493.0,3643030459.0,2981905034.0,2649659058.0,5631564092.0,-5414968101.0,216595991.0,16718551.0,,233314542.0,0.0,216595991.0,,201133225.86206895,399255861.0,-15119002699.0,17299621563.0,2579874725.0,15119002699.0,15518258560.0,
ACES.JK,2024-03-31,5836513208610.0,2170448607149.0,8006961815759.0,,,2239950794045.0,734881518788.0,882374467364.0,1617255986152.0,6389705829607.0,896970952947.0,6348187368314.0,1992527663684.0,1025841685411.0,966685978273.0,729779452227.0,1696465430500.0,-1442116878756.0,254348551744.0,-51040511225.0,-1511915189.0,204819955708.0,9949471853.0,264298023597.0,,17111107410.860483,122999210757.0,-85058358222.0,-115180626587.0,-77239774052.0,86087477227.0,209086687984.0,
BYAN.JK,2024-03-31,1279722317.0,1573790499.0,2853512816.0,,,602252210.0,530234199.0,127395552.0,657629751.0,2195883065.0,137249296.0,2091774624.0,769126484.0,456971426.0,312155058.0,23121893.0,335276951.0,-60947084.0,274329867.0,-57060624.0,6627205.0,210642038.0,6476118.0,280805985.0,,21064203800.0,497657856.0,-48977313.0,-760000025.0,-311319482.0,50247129.0,547904985.0,
SPMA.JK,2024-03-31,1320134250800.0,1919465596829.0,3239599847629.0,,,279270949502.0,396689536461.0,500902301454.0,897591837915.0,2342008009714.0,514321485280.0,2342008009714.0,657611177636.0,540102545228.0,117508632408.0,60449859263.0,177958491671.0,-147642527747.0,30315963924.0,-7726930127.0,,22589033797.0,12493319868.0,42809283792.0,,3227004828.142857,156245184416.0,-13054207951.0,-191213291128.0,-48022314663.0,13428795223.0,169673979639.0,
SMGA.JK,2024-03-31,488559656887.0,30959049933.0,519518706820.0,,,4938254433.0,178593570102.0,1650895382.0,180244465484.0,339274241336.0,31244410095.0,340254846744.0,147314534337.0,135171728754.0,12142805583.0,5772266824.0,17915072407.0,-13062079629.0,4852992778.0,-1233266330.0,-314348852.0,3934075300.0,1526746682.0,6379739460.0,,8742389555.555555,-132493294621.0,-10933979730.0,147854560480.0,4427286129.0,10933979730.0,-121559314891.0,
ULTJ.JK,2024-03-31,4739974000000.0,3232950000000.0,7972924000000.0,,,2521711000000.0,754733000000.0,124545000000.0,879278000000.0,7093646000000.0,27239000000.0,7005069000000.0,2297857000000.0,1521038000000.0,776819000000.0,304141000000.0,1080960000000.0,-560476000000.0,520484000000.0,-113042000000.0,2352000000.0,405090000000.0,567000000.0,521051000000.0,,10386.923076923076,492348000000.0,-141092000000.0,-3869000000.0,347387000000.0,146292000000.0,638640000000.0,
ANDI.JK,2024-03-31,30980653788.0,347514195968.0,378494849756.0,,,10370581978.0,53318222305.0,150239319049.0,203557541354.0,174937308402.0,162325622404.0,174937308402.0,25526627325.0,28128884644.0,-2602257319.0,5014449091.0,2412191772.0,-10467996490.0,-8055804718.0,253769655.0,,-7802035063.0,2737864537.0,-5317940181.0,,2328965690.447761,7047802327.0,-5514771228.0,472766115.0,2005797214.0,5514771228.0,12562573555.0,
STTP.JK,2024-03-31,4049564160679.0,1935051959813.0,5984616120492.0,,,2902320550200.0,507189378857.0,129316109702.0,636505488559.0,5348110631933.0,,5320782966746.0,1214202956133.0,842642928218.0,371560027915.0,87442822180.0,459002850095.0,100048911033.0,559051761128.0,-54061908607.0,229084431.0,504760768090.0,0.0,559051761128.0,,1310000000.0,306669536880.0,194710479292.0,0.0,501380016172.0,15242779602.0,321912316482.0,
ARTI.JK,2024-03-31,33625122426.0,560672720303.0,594297842729.0,,,438622690.0,754198587845.0,7533660728.0,761732248573.0,-167434405844.0,7638503040.0,-173787701984.0,6879687700.0,4079338342.0,2800349358.0,5623278212.0,8423627570.0,-10803608186.0,-2379980616.0,,-164567865.0,-2215412751.0,,,,7297889676.526676,-11988336684.0,-300000000.0,11731697461.0,-556639223.0,300000000.0,-11688336684.0,
AWAN.JK,2024-03-31,54269093000.0,44715105000.0,98984198000.0,,,22564491000.0,2962656000.0,2833543000.0,5796199000.0,93187999000.0,1032705000.0,92895727000.0,11581005000.0,4986282000.0,6594723000.0,5109960000.0,11704683000.0,-9618448000.0,2086235000.0,-515856000.0,-8611000.0,1578990000.0,,,,3432586.9565217397,-4629489000.0,-2165432000.0,-95176000.0,-6890097000.0,2165432000.0,-2464057000.0,
BTON.JK,2024-03-31,333619012787.0,46620029213.0,380239042000.0,,,657763131.0,107792168644.0,1543702918.0,109335871562.0,270903170438.0,,270903170438.0,26106548840.0,23047694960.0,3058853880.0,3668976329.0,6727830209.0,5743274940.0,12471105149.0,815189637.0,,13286294786.0,0.0,12471105149.0,,720124378.6449865,180184007.0,-397400000.0,0.0,-217215993.0,397400000.0,577584007.0,
AYAM.JK,2024-03-31,126047391655.0,242531477578.0,368578869233.0,,,6841095424.0,154999846551.0,10310568675.0,165310415226.0,203268454007.0,23205000341.0,203268454007.0,97453253711.0,91263832405.0,6189421306.0,3007157387.0,9196578693.0,-5957483320.0,3239095373.0,-719016990.0,,2520078383.0,1017666537.0,4256761910.0,,4000124417.4603176,-1305794396.0,-714391251.0,-2053221057.0,-4073406704.0,714391251.0,-591403145.0,
PRAY.JK,2024-03-31,1711207000000.0,3099527000000.0,4810734000000.0,,,1019197000000.0,491757000000.0,1304282000000.0,1796039000000.0,3014695000000.0,1286371000000.0,2879486000000.0,520417000000.0,370850000000.0,149567000000.0,82076000000.0,231643000000.0,-135563000000.0,96080000000.0,-15929000000.0,-876000000.0,81027000000.0,22898000000.0,118978000000.0,,13970.172413793103,26100000000.0,-40734000000.0,8229000000.0,-6405000000.0,52234000000.0,78334000000.0,
BBLD.JK,2024-03-31,,,6400063000000.0,466120000000.0,,466120000000.0,,,4982358000000.0,1417705000000.0,,1417705000000.0,99736000000.0,,99736000000.0,69553000000.0,414000000.0,30183000000.0,30597000000.0,-6229000000.0,,24368000000.0,,,,1645.3747467927076,-436115000000.0,-6964000000.0,571320000000.0,128241000000.0,7044000000.0,-429071000000.0,
EMDE.JK,2024-03-31,1512549462248.0,2025628171127.0,3538177633375.0,,,67640488541.0,1127036101320.0,1061104436485.0,2188140537805.0,1350037095570.0,958819775849.0,1341515393366.0,43598348031.0,15944506722.0,27653841309.0,16990512292.0,44644353601.0,-50322622397.0,-5678268796.0,-2244843033.0,-37697577.0,-7923111829.0,15861706615.0,10183437819.0,,3355495426.3829784,3455286445.0,-119389169.0,10421004649.0,13756901925.0,19389169.0,3474675614.0,
SMCB.JK,2024-03-31,5691931000000.0,16165284000000.0,21857215000000.0,,,237752000000.0,5078671000000.0,4199993000000.0,9278664000000.0,12578551000000.0,2967275000000.0,12578551000000.0,2772818000000.0,2302657000000.0,470161000000.0,299654000000.0,769815000000.0,-667203000000.0,102612000000.0,-28675000000.0,,73937000000.0,64142000000.0,166754000000.0,,9242.125,38594000000.0,-108083000000.0,-32082000000.0,-101571000000.0,108063000000.0,146657000000.0,
TAMA.JK,2024-03-31,18690879832.0,173461226144.0,192152105976.0,,,2427040395.0,53584164811.0,85426898905.0,139011063716.0,53141042260.0,134598948334.0,53141042260.0,10226582924.0,5706268669.0,4520314255.0,1696503597.0,6216817852.0,-5642537164.0,574280688.0,-387557466.0,,186723222.0,2249203359.0,2823484047.0,,1167020137.5,4236759402.0,232483298.0,-2639898144.0,1829344556.0,,,
SSMS.JK,2024-03-31,5724795058000.0,6431689847000.0,12156484905000.0,,,1376693232000.0,4994592490000.0,4874926803000.0,9869519293000.0,2286965612000.0,7826457048000.0,2037997407000.0,2519043162000.0,1747671750000.0,771371412000.0,335108894000.0,1106480306000.0,-722961543000.0,383518763000.0,-96975617000.0,9635810000.0,276907336000.0,166077596000.0,549596359000.0,,9525536.154110769,438354706000.0,10674464000.0,-310655290000.0,138373880000.0,202271118000.0,640625824000.0,
ERTX.JK,2024-03-31,42403708.0,34905927.0,77309635.0,,,5951655.0,32570664.0,19162956.0,51733620.0,25576015.0,25480240.0,25574967.0,29925192.0,27146796.0,2778396.0,1439728.0,4218124.0,-3619793.0,598331.0,-94704.0,,503627.0,666660.0,1264991.0,,1259067500.0,4860571.0,-425851.0,-1951710.0,2483010.0,425934.0,5286505.0,
GDYR.JK,2024-03-31,43587339.0,67559528.0,111146867.0,,,8081989.0,56253605.0,1610276.0,57863881.0,53282986.0,6006100.0,53282986.0,40501718.0,35290177.0,5211541.0,2730240.0,7941781.0,-5027453.0,2914328.0,-629332.0,,2284996.0,220944.0,3135272.0,,380832666.6666667,5695783.0,-1159203.0,-2496779.0,2039801.0,1179047.0,6874830.0,
CSAP.JK,2024-03-31,6068651029000.0,5330661136000.0,11399312165000.0,,,227954250000.0,5721485392000.0,2117562242000.0,7839047634000.0,3560264531000.0,4281975259000.0,3361266128000.0,4278543602000.0,3564846686000.0,713696916000.0,588419000000.0,1302115916000.0,-1228905505000.0,73210411000.0,-15521022000.0,3872571000.0,53816818000.0,74997671000.0,148208082000.0,,5979646.444444444,50138547000.0,-161504035000.0,173931281000.0,62565793000.0,167236717000.0,217375264000.0,
CLPI.JK,2024-03-31,699288270804.0,119873465183.0,819161735987.0,,,275398361014.0,233081720593.0,13706671122.0,246788391715.0,572373344272.0,85333168346.0,572302090052.0,232178292634.0,200751573112.0,31426719522.0,11946656678.0,43373376200.0,-22668084600.0,20705291600.0,-4058927150.0,7815168.0,16638549282.0,908306936.0,21613598536.0,,306362535.1132388,-4155980242.0,32664972100.0,16700000000.0,45208991858.0,,,
ASLC.JK,2024-03-31,564469332403.0,329055142018.0,893524474421.0,,,243832550354.0,156280089394.0,16366975424.0,172647064818.0,720877409603.0,4000000000.0,706955677401.0,183318653745.0,119989003004.0,63329650741.0,48639734205.0,111969384946.0,-90857112000.0,21112272946.0,-4161720980.0,1602587446.0,15347964520.0,805182520.0,21917455466.0,,12789970433.333334,-2097784610.0,-1110811005.0,236289560.0,-2972306055.0,7003297913.0,4905513303.0,
MMIX.JK,2024-03-31,268676974123.0,100443336224.0,369120310347.0,,,9680488692.0,139877067292.0,51468893322.0,191345960614.0,177774349733.0,107830308719.0,177774349733.0,30150393606.0,10183565476.0,19966828130.0,19832251137.0,39799079267.0,-41897753176.0,-2098673909.0,408727826.0,,-1689946083.0,4539772186.0,2441098277.0,,2414208690.0,-32923751782.0,-60943960210.0,38732752409.0,-55134959583.0,60943960210.0,28020208428.0,
NCKL.JK,2024-03-31,13737202000000.0,34649100000000.0,48386302000000.0,,,6066978000000.0,10656980000000.0,7810295000000.0,18467275000000.0,29919027000000.0,9189318000000.0,24873710000000.0,6034165000000.0,4416513000000.0,1617652000000.0,373554000000.0,1991206000000.0,-508200000000.0,1483006000000.0,-192087000000.0,289591000000.0,1001328000000.0,222776000000.0,1705782000000.0,,60834.02187120292,2366957000000.0,-313812000000.0,19421000000.0,2072566000000.0,313832000000.0,2680789000000.0,
INCF.JK,2024-03-31,317884956781.0,125620629682.0,443505586463.0,,,10322275917.0,285690982960.0,9914436257.0,295605419217.0,147900167246.0,279027209995.0,146724609169.0,46051896302.0,36548894839.0,9503001463.0,2365060658.0,11868062121.0,,,,10760794.0,910946246.0,6226332647.0,,,1445946422.2222223,5557588436.0,,-4030480559.0,1527107877.0,,,
EPAC.JK,2024-03-31,24948884211.0,258187244598.0,283136128809.0,,,2675436165.0,45650478918.0,156578949994.0,202229428912.0,80906699897.0,139137490633.0,87318041752.0,31026684262.0,26998771466.0,4027912796.0,5381381103.0,9409293899.0,-14145161269.0,-4735867370.0,20495894.0,286150896.0,-5001522372.0,3783248848.0,-952618522.0,,3312266471.5231786,4149648221.0,-1395476778.0,-2140096402.0,614075041.0,1395476778.0,5545124999.0,
SCNP.JK,2024-03-31,258308658307.0,157682230600.0,415990888907.0,,,125466422178.0,48659496538.0,10552454486.0,59211951024.0,356778937883.0,,356777396090.0,62410848736.0,55754297419.0,6656551317.0,9076106166.0,15732657483.0,-12392188959.0,3340468524.0,,89706.0,3340378818.0,,,,2492820013.432836,12402712646.0,-1006142034.0,,11396570612.0,1006142034.0,13408854680.0,
ALII.JK,2024-03-31,472176456000.0,1783695129000.0,2255871585000.0,,,86240778000.0,528879927000.0,170604184000.0,699484111000.0,1556387474000.0,418356441000.0,1557961448000.0,250626310000.0,129508730000.0,121117580000.0,22164432000.0,143282012000.0,-64923507000.0,78358505000.0,-5171409000.0,-542528000.0,73729624000.0,42040414000.0,120398919000.0,,14513705511.811024,-90732636000.0,-86523613000.0,262279970000.0,85023721000.0,107900725000.0,17168089000.0,
LTLS.JK,2024-03-31,2558180000000.0,3088779000000.0,5646959000000.0,,,343568000000.0,2086814000000.0,523965000000.0,2610779000000.0,3036180000000.0,915067000000.0,2761751000000.0,1917642000000.0,1595392000000.0,322250000000.0,243465000000.0,565715000000.0,-452277000000.0,113438000000.0,-25245000000.0,659000000.0,87534000000.0,21805000000.0,135243000000.0,,1509.2068965517242,106107000000.0,39819000000.0,-185302000000.0,-39376000000.0,33689000000.0,139796000000.0,
ESIP.JK,2024-03-31,36407621194.0,62813856150.0,99221477344.0,,,1279370859.0,1524263769.0,1124226201.0,2648489970.0,96572987374.0,1243072941.0,96572987374.0,14248780215.0,13337981234.0,910798981.0,597170682.0,1507969663.0,-1220098133.0,287871530.0,-34003860.0,0.0,253867670.0,35837519.0,323709049.0,,1103772478.2608695,-2070925726.0,-20000000.0,-196998480.0,-2287924206.0,20000000.0,-2050925726.0,
LCKM.JK,2024-03-31,132535084049.0,6704798681.0,139239882730.0,,,6400947762.0,4998166689.0,0.0,4998166689.0,134241716041.0,0.0,134241716041.0,300766610.0,500605833.0,-199839223.0,1705704325.0,1505865102.0,-3353468475.0,-1847603373.0,,,-1847603373.0,,,,1004132267.9347826,-1151113016.0,-9458000.0,,-1160571016.0,9458000.0,-1141655016.0,
MKAP.JK,2024-03-31,264989037837.0,146473855897.0,411462893734.0,,,73961607467.0,121556489338.0,38254668420.0,159811157758.0,251651735976.0,117465622640.0,251651735976.0,79659545887.0,48592322991.0,31067222896.0,10614874521.0,41682097417.0,-23837279913.0,17844817504.0,-2314985494.0,,15529832010.0,2555840431.0,20400657935.0,,801332921.0526316,-27398435368.0,-12485136730.0,100587420959.0,60703848861.0,12485136730.0,-14913298638.0,
TALF.JK,2024-03-31,546923228249.0,1222816864210.0,1769740092459.0,,,16638544253.0,274798511224.0,269638632661.0,544437143885.0,1225302948574.0,297157859072.0,1187084644103.0,332829099769.0,298122775171.0,34706324598.0,23642722182.0,58349046780.0,-48135896881.0,10213149899.0,-2339974954.0,513590258.0,7359584687.0,4245543508.0,14458693407.0,,1352864832.1691177,31105323382.0,-32115156165.0,695134473.0,-314698310.0,33443261734.0,64548585116.0,
MIRA.JK,2024-03-31,33288312562.0,206057756183.0,239346068745.0,,,945273827.0,45347802558.0,33911943226.0,79259745784.0,160086322961.0,51458932803.0,158671207711.0,13319057227.0,14374792443.0,-1055735216.0,1310034149.0,254298933.0,-1399969876.0,-1145670943.0,-511929285.0,-342131043.0,-1315469185.0,,,,3986270257.5757575,1352683172.0,584592950.0,-1406888224.0,530387898.0,335159303.0,1687842475.0,
MLIA.JK,2024-03-31,2448342434000.0,4534375630000.0,6982718064000.0,,,681265330000.0,1012203565000.0,906500499000.0,1918704064000.0,5064014000000.0,856512553000.0,5064014000000.0,1072478617000.0,800735614000.0,271743003000.0,131357483000.0,403100486000.0,-268503013000.0,134597473000.0,-28767727000.0,,105829746000.0,19656627000.0,154254100000.0,,6614359.125,69751222000.0,-25824013000.0,-69005773000.0,-25078564000.0,30354245000.0,100105467000.0,
SKRN.JK,2024-03-31,1044455612269.0,1930289494869.0,2974745107138.0,,,395971223602.0,1205700286183.0,860076105794.0,2065776391977.0,908968715161.0,813080400678.0,907112969832.0,305978827144.0,196499650101.0,109479177043.0,36797073705.0,146276250748.0,-78104659117.0,68171591631.0,-5768026757.0,-1115361184.0,62403564874.0,15000859459.0,83172451090.0,,6815335413.948498,37566594869.0,2608940942.0,-75453027365.0,-35277491554.0,9347212754.0,46913807623.0,
SQMI.JK,2024-03-31,41465658870.0,475699117207.0,517164776077.0,,,2634600964.0,390738772011.0,35468783157.0,426207555168.0,90957220909.0,27137603481.0,96718405302.0,136115391.0,132784125.0,3331266.0,10482408377.0,10485739643.0,-22715947315.0,-12230207672.0,-1575352160.0,-239115411.0,-13566444421.0,637846420.0,-11592361252.0,,15593614277.011494,-8700786970.0,-215426860.0,8913712815.0,-2501015.0,215426860.0,-8485360110.0,
AMAN.JK,2024-03-31,599099021000.0,526444082000.0,1125543103000.0,,,31510177000.0,255000158000.0,150661391000.0,405661549000.0,719881554000.0,163673325000.0,717357737000.0,36946704000.0,12136775000.0,24809929000.0,8472829000.0,33282758000.0,-18830643000.0,14452115000.0,-1558662000.0,1815632000.0,12893453000.0,2553603000.0,17005718000.0,,3326672.972972973,-13799028000.0,-18992364000.0,15896390000.0,-16895002000.0,18992364000.0,5193336000.0,
TBLA.JK,2024-03-31,11379092000000.0,13883980000000.0,25263072000000.0,,,782340000000.0,8187398000000.0,8652220000000.0,16839618000000.0,8423454000000.0,12753575000000.0,8410874000000.0,4389429000000.0,3623133000000.0,766296000000.0,224885000000.0,991181000000.0,-710708000000.0,280473000000.0,-59877000000.0,291000000.0,220305000000.0,296936000000.0,577409000000.0,,6025.847921225383,924125000000.0,-330741000000.0,-341406000000.0,251978000000.0,332247000000.0,1256372000000.0,
ABBA.JK,2024-03-31,109496710930.0,141032656441.0,250529367371.0,,,15986214999.0,233288244934.0,133770267405.0,367058512339.0,-116529144968.0,100353304529.0,10517413143.0,41606982282.0,28398108872.0,13208873410.0,23925116340.0,37133989750.0,-47891526943.0,-10757537193.0,-30617400.0,-1945040994.0,-8843113599.0,900183457.0,-9857353736.0,,3935892857.0,-12900993259.0,-546863322.0,-2022462966.0,-15470319547.0,546863322.0,-12354129937.0,
DMND.JK,2024-03-31,4154842000000.0,2973508000000.0,7128350000000.0,,,600867000000.0,1055141000000.0,178165000000.0,1233306000000.0,5895044000000.0,33022000000.0,5868011000000.0,2427027000000.0,1909516000000.0,517511000000.0,431299000000.0,948810000000.0,-861672000000.0,87138000000.0,-23956000000.0,-2294000000.0,65476000000.0,762000000.0,87900000000.0,,9353.714285714286,102366000000.0,-46883000000.0,-1281000000.0,54202000000.0,48027000000.0,150393000000.0,
ADMG.JK,2024-03-31,50954580.0,102264175.0,153218755.0,,,5425978.0,23481038.0,5134997.0,28616035.0,124602720.0,,124613972.0,26988267.0,26676910.0,311357.0,1420325.0,1731682.0,-3221973.0,-1490291.0,47614.0,-190.0,-1442487.0,41012.0,-1449279.0,,3606217500.0,-364905.0,16933.0,,-347972.0,14194.0,-350711.0,
SCCO.JK,2024-03-31,2293825376632.0,3262494497970.0,5556319874602.0,,,935434269139.0,516647846225.0,41703944700.0,558351790925.0,4997968083677.0,,5009623787407.0,1649882837357.0,1548267161505.0,101615675852.0,54383405083.0,155999080935.0,-80689924972.0,75309155963.0,-14635815735.0,119548574.0,60553791654.0,57935600.0,75367091563.0,,818294481.8108108,174860476415.0,-21533667262.0,-599184.0,153326209969.0,21362558432.0,196223034847.0,
