symbol,period,year,cash_only,total_non_current_assets,total_assets,total_current_liabilities,total_liabilities,stockholders_equity,total_equity,total_revenue,gross_income,pretax_income,operating_income,net_income,net_operating_cash_flow
JKSW.JK,tw1,2024,5561072240,118480081710.0,154940947768,10656994060.0,649917324762,-494976376994,-494976376994,,,,-1095708706,-1095708706,-644164619
JKSW.JK,tw2,2024,6046935927,126335579783.0,164261649245,20190665655.0,659450996357,-495189347112,-495189347112,,,,-1308678824,-1308678824,-158300932
NTBK.JK,tw1,2024,12359461576,21646584704.0,131048670273,30620728465.0,35988624464,95060045809,95060045809,21749289479.0,3411194573.0,97180234.0,11679157,11679157,746730930
NTBK.JK,tw2,2024,5901848680,21354649499.0,137953286729,37884154916.0,43358880631,94594406098,94594406098,38119860373.0,6545377931.0,213487394.0,18249328,18249328,-10206662742
ALTO.JK,tw1,2024,6720511127,845364774993.0,972478400028,163557807106.0,650771628410,320248869167,321706771618,27984849521.0,6111153828.0,626604267.0,-2059118878,-2059118878,-842764569
ALTO.JK,tw2,2024,3407027966,840685906891.0,957041198862,155896661082.0,644046445175,311579746400,312994753687,44369676093.0,4044361011.0,-8529014828.0,-10771136809,-10771136809,-5169757878
HOPE.JK,tw1,2024,48965007,68222233927.0,176943117421,63741909024.0,65789525984,111143312822,111153591437,3913107214.0,-219488277.0,-3946250035.0,-3909702106,-3909702106,-22588942
SMLE.JK,tw1,2024,66327254076,24653162228.0,177763156362,65759869182.0,75121054187,102642102175,102642102175,58094652340.0,14879991090.0,1451060802.0,820283123,820283123,-11726103320
SMLE.JK,tw2,2024,67151266523,35195485400.0,183639539406,67452759635.0,80719286937,102919324059,102920252469,113564424601.0,28639758000.0,1668278358.0,947351743,947351743,-4728657882
EPAC.JK,tw1,2024,2675436165,258187244598.0,283136128809,45650478918.0,202229428912,87318041752,80906699897,31026684262.0,4027912796.0,-4735867370.0,-4715371476,-4715371476,4149648221
EPAC.JK,tw2,2024,2500109866,252732203680.0,276537227816,45271539789.0,200461537160,82355296245,76075690656,62379422017.0,6898392820.0,-8873941668.0,-9193027776,-9193027776,5807049109
TAMA.JK,tw1,2024,2427040395,173461226144.0,192152105976,53584164811.0,139011063716,53141042260,53141042260,10226582924.0,4520314255.0,574280688.0,186723222,186723222,4236759402
TAMA.JK,tw2,2024,960019441,173116541766.0,184458961839,50770321590.0,135248965960,49209995879,49209995879,16542939858.0,6784481974.0,-3176784576.0,-3744323159,-3744323159,3302737020
ITIC.JK,tw1,2024,5642578113,417108827473.0,595793757948,140815237543.0,192390196447,403403561501,403403561501,83557711137.0,17762267486.0,7736534192.0,5462951873,5462951873,-25159475065
ITIC.JK,tw2,2024,1021397187,415361933314.0,588666196518,139191130011.0,187008182202,401658014316,401658014316,163371468184.0,32766952191.0,11775250944.0,8411606007,8411606007,-14698264358
GDYR.JK,tw1,2024,8081989,67559528.0,111146867,56253605.0,57863881,53282986,53282986,40501718.0,5211541.0,2914328.0,2284996,2284996,5695783
GDYR.JK,tw2,2024,10135540,63504468.0,112477258,55547772.0,56991730,55485528,55485528,81581149.0,10516964.0,5719271.0,4487538,4487538,12278850
GRPH.JK,tw1,2024,3186448241,85058601376.0,90478265938,4966868904.0,19148837517,71329428421,71329428421,6624935493.0,2981905034.0,216595991.0,233314542,233314542,399255861
GRPH.JK,tw2,2024,1528940149,86733757567.0,90945492667,4700682231.0,18690158169,72255334498,72255334498,14279668715.0,7279821642.0,1308903886.0,1159220619,1159220619,1669850920
KMDS.JK,tw1,2024,46454535602,94594431621.0,266477236519,40996573929.0,45575951627,220566460609,220901284892,88303390069.0,28855669868.0,16874105961.0,13288733841,13288733841,9911116837
KMDS.JK,tw2,2024,38974908660,93559489970.0,246116697654,38615066926.0,43116955562,202681031380,202999742092,169981164970.0,55472463333.0,31690702801.0,24987191041,24987191041,18873361170
SSTM.JK,tw1,2024,3145596184,195816812891.0,412646457300,134771886579.0,170785939431,241860517869,241860517869,61739072767.0,5488697678.0,6689314110.0,5998635545,5998635545,1257754497
SSTM.JK,tw2,2024,2746185275,193244357894.0,398490509665,117030378865.0,153112869705,245377639960,245377639960,107261185204.0,7955222857.0,10074874189.0,9515757636,9515757636,858343588
KRYA.JK,tw1,2024,17588945173,45309423871.0,209496258531,88738542240.0,104419273481,104092114371,105076985050,59068956454.0,6267381754.0,2363952194.0,725912618,725912618,-274646526
APII.JK,tw1,2024,8779504391,320151982218.0,615430264402,185271168685.0,203071462212,394199147604,412358802190,77036578834.0,41101269915.0,3988954305.0,2054031853,2054031853,27380204096
APII.JK,tw2,2024,8066783591,327764029842.0,617960582909,179212004267.0,196644341895,402748557264,421316241014,153589380051.0,83855072798.0,14398385325.0,11096981925,11096981925,30986229085
ACRO.JK,tw1,2024,44163633887,82727713091.0,157556606762,23753468622.0,26268217258,131288389504,131288389504,13168704267.0,6015343092.0,3543628635.0,2792640391,2792640391,-11235673558
ACRO.JK,tw2,2024,54432664028,136733453380.0,226792051517,36781545954.0,39451949572,187340101945,187340101945,23229449449.0,10297425184.0,5920473897.0,4673415385,4673415385,2894733678
GUNA.JK,tw2,2024,56917322710,348196291288.0,860478579282,255122187774.0,283772694342,448949945509,576705884940,701480989402.0,79272636812.0,36864050261.0,28735700599,28735700599,18634377480
SNLK.JK,tw1,2024,15120044759,192985514459.0,210587484788,9043757812.0,43244644055,167342840733,167342840733,10738671415.0,5700430914.0,-2319325983.0,-2319325983,-2319325983,-584673192
SNLK.JK,tw2,2024,16467751726,190876662666.0,211221417711,11625748700.0,45826634943,165394782768,165394782768,21925352729.0,11973777947.0,-4267383948.0,-4267383948,-4267383948,991215757
TYRE.JK,tw1,2024,60377866616,209098751025.0,481796776899,152531103410.0,170297296228,300276387117,311499480671,140671449474.0,22981421394.0,9448130434.0,7444608303,7444608303,55239075990
TYRE.JK,tw2,2024,54652278640,227015319419.0,502402044944,167504958248.0,184970785044,305880373369,317431259900,269586612981.0,49870020485.0,17270132141.0,13530113131,13530113131,55226139501
MMIX.JK,tw1,2024,9680488692,100443336224.0,369120310347,139877067292.0,191345960614,177774349733,177774349733,30150393606.0,19966828130.0,-2098673909.0,-1689946083,-1689946083,-32923751782
MMIX.JK,tw2,2024,31488320302,100252680663.0,388284602698,163712396159.0,213341006301,174943596397,174943596397,69378069097.0,41886649373.0,-5645924581.0,-4507078893,-4507078893,-38793794354
KICI.JK,tw1,2024,7762192276,47647915526.0,185325405324,19539620572.0,76433497151,108891908173,108891908173,19607640031.0,3727580983.0,-1381856340.0,-1079525742,-1079525742,5174398262
KICI.JK,tw2,2024,2285602479,47579852262.0,186939531945,21331554224.0,79728841026,107210690919,107210690919,36708455809.0,6973432579.0,-3539400554.0,-2760742996,-2760742996,-1623825655
BABY.JK,tw1,2024,56931034539,263921833167.0,837853795109,223775009492.0,353155594369,484592610293,484698200740,267056369439.0,111468713469.0,-25463703169.0,-24641997825,-24641997825,-21934787158
BABY.JK,tw2,2024,54777589911,266826004121.0,817495555625,226005512943.0,360498280637,456942697389,456997274988,516861887345.0,192409021106.0,-53251532702.0,-53416930497,-53416930497,-14429153992
TOOL.JK,tw1,2024,10064586284,117397668066.0,215666316989,6954573308.0,24647654570,191010733308,191018662419,26108328848.0,10891829078.0,-1146125142.0,-1167657742,-1167657742,9619922271
TOOL.JK,tw2,2024,4931741116,120048441563.0,216947758486,6412705717.0,23648044939,193292277111,193299713547,51362205466.0,22577384926.0,1974864024.0,1091420326,1091420326,4366342171
AMIN.JK,tw1,2024,3946215416,102470930458.0,343667276574,156707399706.0,169826025357,173841251217,173841251217,76240835987.0,9599144100.0,4755360207.0,4755360207,4755360207,996910920
AMIN.JK,tw2,2024,12362269319,101985933878.0,336803049573,149913938525.0,163178442323,173624607250,173624607250,166662051378.0,21290333536.0,9938716240.0,9938716240,9938716240,11518190660
WIFI.JK,tw1,2024,35768737603,1707862016482.0,2022436021192,289479038144.0,1249448934049,771005006772,772987087143,139781211970.0,79929500272.0,45046386045.0,29286987222,29286987222,-159163330830
WIFI.JK,tw2,2024,53396937054,1733333724469.0,2138496283416,386954789963.0,1304961913744,831479216348,833534369672,309006179328.0,179359725224.0,108175641660.0,89834269750,89834269750,74472313298
AYAM.JK,tw1,2024,6841095424,242531477578.0,368578869233,154999846551.0,165310415226,203268454007,203268454007,97453253711.0,6189421306.0,3239095373.0,2520078383,2520078383,-1305794396
AYAM.JK,tw2,2024,3797339900,240591777149.0,369332329136,152376177966.0,162018993386,207313335750,207313335750,195027424934.0,14637310207.0,8612881807.0,6564960126,6564960126,-4570185525
BAIK.JK,tw1,2024,24606830915,30549079972.0,136830597124,10741798890.0,11170970807,124998999806,125659626317,41840827542.0,9818552696.0,3810770894.0,3810770894,3810770894,-37344249608
BAIK.JK,tw2,2024,21747581605,37352991300.0,136399694820,7786095351.0,8980660048,126747124759,127419034772,93631757606.0,20060604085.0,5570179349.0,5570179349,5570179349,-38972517135
ERTX.JK,tw1,2024,5951655,34905927.0,77309635,32570664.0,51733620,25574967,25576015,29925192.0,2778396.0,598331.0,503627,503627,4860571
ERTX.JK,tw2,2024,2542705,35219423.0,73099208,28755939.0,47747931,25350229,25351277,53145877.0,4591617.0,375664.0,278975,278975,3644559
AWAN.JK,tw1,2024,22564491000,44715105000.0,98984198000,2962656000.0,5796199000,92895727000,93187999000,11581005000.0,6594723000.0,2086235000.0,1570379000,1570379000,-4629489000
LUCK.JK,tw1,2024,33442943344,63672562607.0,172374101755,26003439871.0,35367808153,136963086177,137006293602,28436810631.0,7110795496.0,494181878.0,423973902,423973902,-1295534651
LUCK.JK,tw2,2024,27526593894,69002083431.0,170229244349,24118746887.0,33603678641,136593183617,136625565708,51821882066.0,13653672248.0,60710182.0,55641853,55641853,-79398275
PKPK.JK,tw1,2024,31253069000,257413142000.0,295461688000,57387931000.0,59136254000,210570632000,236325434000,5905800000.0,1537077000.0,-3717052000.0,-3717052000,-3717052000,-625140000
ESIP.JK,tw1,2024,1279370859,62813856150.0,99221477344,1524263769.0,2648489970,96572987374,96572987374,14248780215.0,910798981.0,287871530.0,253867670,253867670,-2070925726
ESIP.JK,tw2,2024,1755344727,62607989776.0,99941303593,2438894165.0,3097532313,96843771280,96843771280,29578730818.0,1995036926.0,588663436.0,524651576,524651576,-1050438621
MKAP.JK,tw1,2024,73961607467,146473855897.0,411462893734,121556489338.0,159811157758,251651735976,251651735976,79659545887.0,31067222896.0,17844817504.0,15529832010,15529832010,-27398435368
MKAP.JK,tw2,2024,23887557434,167436833922.0,441399466852,144944776817.0,182146877274,259252589578,259252589578,139934603615.0,53832311903.0,26219610231.0,22247952848,22247952848,-43147836154
INCF.JK,tw1,2024,10322275917,125620629682.0,443505586463,285690982960.0,295605419217,146724609169,147900167246,46051896302.0,9503001463.0,,921707040,921707040,5557588436
INCF.JK,tw2,2024,10171736408,166990701962.0,439141681706,280664065019.0,290578501276,147372536319,148563180430,109378919861.0,19213145075.0,1584720224.0,1584720224,1584720224,7078625519
LCKM.JK,tw1,2024,6400947762,6704798681.0,139239882730,4998166689.0,4998166689,134241716041,134241716041,300766610.0,-199839223.0,-1847603373.0,-1847603373,-1847603373,-1151113016
SPRE.JK,tw2,2024,1934079791,9420030804.0,25497975417,4514684714.0,6624041436,18873933981,18873933981,24893492855.0,6430131535.0,1501859518.0,1204742313,1204742313,-2281325086
PGJO.JK,tw2,2024,402650525,2498856160.0,6698086305,1045621208.0,1520173237,5177882730,5177913068,1536656381.0,143701256.0,-2551290336.0,-2551290336,-2551290336,-1283934769
ASJT.JK,tw1,2024,11764015764,,564265884973,,239805523302,324460361671,324460361671,,,1037433184.0,809197924,809197924,-949995775
ASJT.JK,tw2,2024,9128284351,,552249628680,,229807481435,322442147245,322442147245,,,248417991.0,193766251,193766251,8214334387
TALF.JK,tw1,2024,16638544253,1222816864210.0,1769740092459,274798511224.0,544437143885,1187084644103,1225302948574,332829099769.0,34706324598.0,10213149899.0,7873174945,7873174945,31105323382
TALF.JK,tw2,2024,28584240615,1235175992473.0,1802906662413,302976184428.0,588560848461,1176083592082,1214345813952,637018248794.0,61175382561.0,9994587612.0,7722118880,7722118880,53297773914
PART.JK,tw2,2024,1274657106,177389842022.0,242807913919,64590517069.0,170961823687,71846090232,71846090232,137127092805.0,23731252836.0,10716081959.0,8307770999,8307770999,9847502001
PTPW.JK,tw1,2024,89462664800,300053985877.0,753380407976,118122014145.0,142988339664,610333560012,610392068312,85764452363.0,28934439308.0,9717404351.0,9593339971,9593339971,28102002215
SOLA.JK,tw2,2024,40436662166,48245539835.0,154679671722,13157726915.0,15749067321,138755700391,138930604401,33094636210.0,8965068567.0,-4195870113.0,-4195870113,-4195870113,-30589550820
LEAD.JK,tw1,2024,15095856,99807910.0,132987445,107466176.0,109117141,23870104,23870304,11517833.0,3225829.0,171566.0,49903,49903,5405332
ASLI.JK,tw1,2024,7231783849,251675737532.0,537889383746,50806418404.0,61501505964,475102619833,476387877782,69792821972.0,19286573898.0,3608776175.0,1643139456,1643139456,-43947435284
ASLI.JK,tw2,2024,9971188176,269973337087.0,532216252424,52330348079.0,61119202340,469804582692,471097050084,106833808636.0,22930409983.0,-1036208741.0,-3647688242,-3647688242,-42294627106
AIMS.JK,tw1,2024,13208312,3859904145.0,3879371686,1897063645.0,2291018834,1588352852,1588352852,0.0,0.0,-232102291.0,-232102291,-232102291,-218575836
AIMS.JK,tw2,2024,26664446,3858849450.0,3986998125,1902945907.0,2915908196,1071089929,1071089929,97500000.0,97500000.0,-749365214.0,-749365214,-749365214,-824126802
HYGN.JK,tw1,2024,55494022100,72848712455.0,214617223014,52988207246.0,68153723896,146278432442,146463499118,68905072261.0,23514909485.0,1689096735.0,1327411936,1327411936,2596090100
HYGN.JK,tw2,2024,32444001545,88466854525.0,216707474132,50473843402.0,66228290247,150287541106,150479183885,145957786532.0,52448783968.0,7160485317.0,5343096703,5343096703,-9653770102
MEJA.JK,tw2,2024,36834458351,8843773975.0,103444010266,18764045185.0,19515491746,83928518520,83928518520,22692102641.0,8799912208.0,3022470941.0,2382646030,2382646030,-9109563268
LIVE.JK,tw1,2024,21337679947,66036321723.0,442435219623,101963634646.0,127446712942,314898416695,314988506681,68144927790.0,39787515293.0,14254876298.0,11116615678,11116615678,-106822908928
LIVE.JK,tw2,2024,3304440362,74086088716.0,476012421128,123522249074.0,152364754336,323566022092,323647666792,125659988866.0,64808775775.0,25286881066.0,19775775789,19775775789,-94429788657
KOBX.JK,tw1,2024,58626806420,1128625586941.0,3551648399042,2729285747954.0,3109995851559,439152337466,441652547483,531936305305.0,101111997847.0,-37721471509.0,-41677072528,-41677072528,266722504152
KOBX.JK,tw2,2024,45666667314,1088145759785.0,3582724648860,2869339272912.0,3213481149716,366879799383,369243499144,888684827714.0,171087711514.0,-109475503862.0,-110788293652,-110788293652,-414660721697
RANC.JK,tw1,2024,127641454000,764388856000.0,1326494694000,744769806000.0,1040466488000,282491493000,286028206000,734392432000.0,181057821000.0,-13567366000.0,-13162669000,-13162669000,51986410000
RANC.JK,tw2,2024,214335239000,672945082000.0,1266291790000,639100249000.0,907464966000,355687927000,358826824000,1431372594000.0,343808614000.0,59736955000.0,59635949000,59635949000,30154164000
MPIX.JK,tw1,2024,16223175785,10157359492.0,144557917495,14123205386.0,15168289860,129389627635,129389627635,241906949562.0,9814335832.0,5431995173.0,5425615613,5425615613,-65083360289
MPIX.JK,tw2,2024,6507515185,15919891496.0,148674839169,12982471077.0,14737003223,133937835946,133937835946,620601171002.0,20215150282.0,11283709864.0,9973823924,9973823924,-70183689995
OPMS.JK,tw1,2024,16227038209,61140441396.0,87548916384,883306975.0,1497867186,86051049198,86051049198,23252736407.0,585194121.0,-1365148920.0,-1365148920,-1365148920,5987872727
OPMS.JK,tw2,2024,10425105435,59258146240.0,85708815735,124085248.0,755775003,84953040732,84953040732,23721866090.0,174577291.0,-3431759882.0,-2649737960,-2649737960,-2247658807
PLAN.JK,tw2,2024,281540793,84036713540.0,85892757301,25988772942.0,26280199672,59612557629,59612557629,6198990967.0,1431230669.0,-337791406.0,-337791406,-337791406,433561793
TOSK.JK,tw1,2024,58811483961,43163297726.0,195686696768,39038079126.0,47318429474,148368259678,148368267294,594130958413.0,9826324171.0,2379015319.0,1841935152,1841935152,-50931485556
TOSK.JK,tw2,2024,57613774339,44115252541.0,197193120157,40826349364.0,47777005948,149416106742,149416114209,1201550476407.0,18215722569.0,4021852620.0,2889782067,2889782067,-44949678767
CASH.JK,tw2,2024,16050368023,170690484277.0,214473006318,74483630011.0,76484847167,116973253175,137988159151,55912506952.0,8852471881.0,-21187459528.0,-16910612510,-16910612510,-12398711974
BINO.JK,tw1,2024,14121803894,322650930674.0,553607879466,69981758249.0,109923845075,444574432962,443684034391,96731132753.0,26795196271.0,1460445749.0,1460445749,1460445749,7202476329
BINO.JK,tw2,2024,7440007845,321451154629.0,549197440281,74565978966.0,108229948156,442069393593,440967492125,185808394583.0,50789176186.0,205839342.0,96234917,96234917,-563587914
CBPE.JK,tw1,2024,77527800172,123286427156.0,311990067257,50353234223.0,71417097109,240572970148,240572970148,24854603069.0,17752326992.0,15353114060.0,14030552230,14030552230,19555528516
CBPE.JK,tw2,2024,98429926591,122022953645.0,315881033624,47518675572.0,63365184930,252515848694,252515848694,48061143787.0,33932541032.0,28774204803.0,25973430776,25973430776,42378503091
MGLV.JK,tw2,2024,7321719982,53695792363.0,260838910477,86703106867.0,117708680373,142601414179,143130230104,140547816351.0,58151220465.0,20079267654.0,17189956434,17189956434,-1334132243
ZYRX.JK,tw1,2024,5128065123,95043160647.0,475527447101,182346905149.0,190057708340,285469738761,285469738761,34333878046.0,3795138317.0,-3988127813.0,-3963465917,-3963465917,29096933491
ZYRX.JK,tw2,2024,37780693285,88885387270.0,519715586918,226363833491.0,233903792744,285811794174,285811794174,124682510369.0,23057119817.0,6571580004.0,1327501223,1327501223,11982650173
OCAP.JK,tw1,2024,8036833699,20423359.0,9259089497,92246006032.0,246239811646,-236980722196,-236980722149,,,-4354067013.0,-4354067013,-4354067013,-1180848185
OCAP.JK,tw2,2024,3838091330,18655861.0,5052515838,94896797821.0,253723534435,-248671018644,-248671018597,,,-12879763461.0,-12879763461,-12879763461,-2218235961
FITT.JK,tw1,2024,1702872410,52233538945.0,56603195561,14765823800.0,30899804004,25703684299,25703391557,4068749164.0,1306890736.0,-2463625759.0,-2454210350,-2454210350,-2494342024
CNTX.JK,tw1,2024,203107,17876801.0,31908241,51223889.0,53489817,-21581576,-21581576,6999357.0,-24194.0,-1456688.0,-1456688,-1456688,-573820
MHKI.JK,tw2,2024,168166982110,236198604990.0,481223248553,12070991853.0,43839735866,437383512687,437383512687,77888092974.0,40416297964.0,17634581112.0,13804725359,13804725359,29519378166
SAPX.JK,tw1,2024,59207786103,74446503790.0,332382006715,145296777792.0,153040897779,179341108936,179341108936,189963260751.0,40578551005.0,2917383113.0,2275558829,2275558829,7808221825
SAPX.JK,tw2,2024,65180062064,72304969045.0,351628910465,162073213625.0,169755445987,181873464478,181873464478,358366545052.0,77073578013.0,6163992784.0,4807914371,4807914371,-13074561233
UDNG.JK,tw2,2024,14560154962,40180556758.0,56695552646,563888573.0,731329250,55964222396,55964223396,1204155183.0,-1574825749.0,-2931091019.0,-2931091019,-2931091019,-2366291886
DATA.JK,tw1,2024,5620824567,108403237198.0,158027598595,42725053064.0,54907679222,103119919373,103119919373,58752380980.0,38069754559.0,15138888886.0,11698898489,11698898489,10170638165
DATA.JK,tw2,2024,15455919461,140341062270.0,212513670736,28890968592.0,41434431231,170491035474,171079239505,127478519246.0,84431140326.0,38775285160.0,29194845060,29194845060,13466608190
SATU.JK,tw1,2024,4565815598,94124595604.0,227619007458,83750344592.0,171886000845,53971226050,55733006613,4950863850.0,2095797321.0,-1501427775.0,-1502273700,-1502273700,657229419
SATU.JK,tw2,2024,10854853574,93207494840.0,233229464716,91892297936.0,178548460843,52898262626,54681003873,10555669806.0,4852874544.0,-2531873515.0,-2535172491,-2535172491,2994121454
TIRA.JK,tw1,2024,13220321788,182032849766.0,366799849963,147788048347.0,197270577685,169529272278,169529272278,63081827209.0,22473037968.0,144208074.0,62137773,62137773,29612435371
TIRA.JK,tw2,2024,13383562034,188074261590.0,377615042862,160773556842.0,207223860797,170391182065,170391182065,134912178192.0,44264647398.0,1376027289.0,1034155019,1034155019,18812645436
UFOE.JK,tw1,2024,14014941644,237295569372.0,481462972167,251822508901.0,267726609113,213105642187,213736363054,233033717702.0,22914473788.0,3617554770.0,2763859123,2763859123,3384949470
UFOE.JK,tw2,2024,9932195813,245618780761.0,488010140310,255649309512.0,270068354294,217281698621,217941786016,483531715087.0,50601254185.0,9269505168.0,6786175853,6786175853,-5425275532
DAYA.JK,tw1,2024,42251016000,249447981000.0,712896296000,609827667000.0,690708045000,22188251000,22188251000,439085765000.0,146689767000.0,6091535000.0,4580236000,4580236000,-64203560000
